Symphony $<text> $<selection> 3.6.0 $<started_on> $<wednesday:u>, $<june:u> 23, 2021, 11:18 AM
$(3091)KCAT.
$(3090)
$(1232)
$(1239)
$(3093)
20210623111807 BRS/Search-Engine v.62 started for seltext1
  1 records found for #208: "954921341147".NM02.
  1 records found for #210: "954921341148".NM02.
  1 records found for #212: "954921341149".NM02.
  1 records found for #214: "954921341150".NM02.
  1 records found for #216: "954921341151".NM02.
  1 records found for #218: "954921341152".NM02.
  1 records found for #220: "954921341153".NM02.
  1 records found for #222: "954921342154".NM02.
  1 records found for #224: "954921342155".NM02.
  1 records found for #226: "954921342156".NM02.
  1 records found for #228: "954921342157".NM02.
  1 records found for #230: "954921342159".NM02.
  1 records found for #232: "954921342160".NM02.
  1 records found for #234: "954921342161".NM02.
  1 records found for #236: "954921342164".NM02.
  1 records found for #238: "954921342167".NM02.
  1 records found for #240: "954921342168".NM02.
  1 records found for #242: "954921342169".NM02.
  1 records found for #244: "954921343170".NM02.
  1 records found for #246: "954921343171".NM02.
  1 records found for #248: "954921343174".NM02.
  1 records found for #250: "954921343175".NM02.
  1 records found for #252: "954921343177".NM02.
  1 records found for #254: "954921343178".NM02.
  1 records found for #256: "954921343180".NM02.
  1 records found for #258: "954921343181".NM02.
  1 records found for #260: "954921343182".NM02.
  1 records found for #262: "954921343183".NM02.
  1 records found for #264: "954921343185".NM02.
  1 records found for #266: "954921343186".NM02.
  1 records found for #268: "954921344187".NM02.
  1 records found for #270: "954921344188".NM02.
  1 records found for #272: "954921344189".NM02.
  1 records found for #274: "954921344192".NM02.
  1 records found for #276: "954921344193".NM02.
  1 records found for #278: "954921344195".NM02.
  1 records found for #280: "954921344196".NM02.
  1 records found for #282: "954921344197".NM02.
  1 records found for #284: "954921344198".NM02.
  1 records found for #286: "954921344200".NM02.
  1 records found for #288: "954921344201".NM02.
  1 records found for #290: "954921345203".NM02.
  1 records found for #292: "954921345206".NM02.
  1 records found for #294: "954921345207".NM02.
  1 records found for #296: "954921345208".NM02.
  1 records found for #298: "954921345209".NM02.
  1 records found for #300: "954921345211".NM02.
  1 records found for #302: "954921345212".NM02.
  1 records found for #304: "954921345214".NM02.
  1 records found for #306: "954921345215".NM02.
  1 records found for #308: "954921345216".NM02.
  1 records found for #310: "954921346222".NM02.
  1 records found for #312: "954921346224".NM02.
  1 records found for #314: "954921346226".NM02.
  1 records found for #316: "954921346227".NM02.
  1 records found for #318: "954921346228".NM02.
  1 records found for #320: "954921346230".NM02.
  1 records found for #322: "954921346231".NM02.
  1 records found for #324: "954921346232".NM02.
  1 records found for #326: "954921346234".NM02.
  1 records found for #328: "954921346235".NM02.
  1 records found for #330: "954921347237".NM02.
  1 records found for #332: "954921347238".NM02.
  1 records found for #334: "954921347239".NM02.
  1 records found for #336: "954921347240".NM02.
  1 records found for #338: "954921347241".NM02.
  1 records found for #340: "954921347242".NM02.
  1 records found for #342: "954921347243".NM02.
  1 records found for #344: "954921347244".NM02.
  1 records found for #346: "954921347245".NM02.
  1 records found for #348: "954921347246".NM02.
  1 records found for #350: "954921347247".NM02.
  1 records found for #352: "954921347248".NM02.
  1 records found for #354: "954921347249".NM02.
  1 records found for #356: "954921347250".NM02.
  1 records found for #358: "954921348252".NM02.
  1 records found for #360: "954921348254".NM02.
  1 records found for #362: "954921348255".NM02.
  1 records found for #364: "954921348259".NM02.
  1 records found for #366: "954921348260".NM02.
  1 records found for #368: "954921348261".NM02.
  1 records found for #370: "954921348263".NM02.
  1 records found for #372: "954921348264".NM02.
  1 records found for #374: "954921348265".NM02.
  1 records found for #376: "954921348266".NM02.
  1 records found for #378: "954921348267".NM02.
  1 records found for #380: "954921348268".NM02.
  1 records found for #382: "954921349269".NM02.
  1 records found for #384: "954921349270".NM02.
  1 records found for #386: "954921349271".NM02.
  1 records found for #388: "954921349273".NM02.
  1 records found for #390: "954921349274".NM02.
  1 records found for #392: "954921349275".NM02.
  1 records found for #394: "954921349276".NM02.
  1 records found for #396: "954921349277".NM02.
  1 records found for #398: "954921349278".NM02.
  1 records found for #400: "954921349279".NM02.
  1 records found for #402: "954921349280".NM02.
  1 records found for #404: "954921349282".NM02.
  1 records found for #406: "954921349283".NM02.
  1 records found for #408: "954921349284".NM02.
  1 records found for #410: "954921350286".NM02.
  1 records found for #412: "954921350287".NM02.
  1 records found for #414: "954921350288".NM02.
  1 records found for #416: "954921350289".NM02.
  1 records found for #418: "954921350290".NM02.
  1 records found for #420: "954921350291".NM02.
  1 records found for #422: "954921350292".NM02.
  1 records found for #424: "954921350293".NM02.
  1 records found for #426: "954921350295".NM02.
  1 records found for #428: "954921350299".NM02.
  1 records found for #430: "954921350300".NM02.
  1 records found for #432: "954921350301".NM02.
  1 records found for #434: "954921351303".NM02.
  1 records found for #436: "954921351306".NM02.
  1 records found for #438: "954921351307".NM02.
  1 records found for #440: "954921351310".NM02.
  1 records found for #442: "954921351312".NM02.
  1 records found for #444: "954921351313".NM02.
  1 records found for #446: "954921351315".NM02.
  1 records found for #448: "954921351318".NM02.
  1 records found for #450: "954921352319".NM02.
  1 records found for #452: "954921352320".NM02.
  1 records found for #454: "954921352321".NM02.
  1 records found for #456: "954921352323".NM02.
  1 records found for #458: "954921352324".NM02.
  1 records found for #460: "954921352325".NM02.
  1 records found for #462: "954921352326".NM02.
  1 records found for #464: "954921352328".NM02.
  1 records found for #466: "954921352330".NM02.
  1 records found for #468: "954921352331".NM02.
  1 records found for #470: "954921352332".NM02.
  1 records found for #472: "954921352334".NM02.
  1 records found for #474: "954921353336".NM02.
  1 records found for #476: "954921353337".NM02.
  1 records found for #478: "954921353339".NM02.
  1 records found for #480: "954921353340".NM02.
  1 records found for #482: "954921353341".NM02.
  1 records found for #484: "954921353344".NM02.
  1 records found for #486: "954921353348".NM02.
  1 records found for #488: "954921353351".NM02.
  1 records found for #490: "954921354353".NM02.
  1 records found for #492: "954921354354".NM02.
  1 records found for #494: "954921354355".NM02.
  1 records found for #496: "954921354356".NM02.
  1 records found for #498: "954921354358".NM02.
  1 records found for #500: "954921354359".NM02.
  1 records found for #502: "954921354360".NM02.
  0 records found for #503: "954921354361".NM02.
  1 records found for #505: "954921354362".NM02.
  1 records found for #507: "954921354365".NM02.
  1 records found for #509: "954921354366".NM02.
  1 records found for #511: "954921354367".NM02.
  1 records found for #513: "954921355368".NM02.
  1 records found for #515: "954921355369".NM02.
  1 records found for #517: "954921355371".NM02.
  1 records found for #519: "954921355373".NM02.
  1 records found for #521: "954921355374".NM02.
  1 records found for #523: "954921355375".NM02.
  1 records found for #525: "954921355376".NM02.
  1 records found for #527: "954921355378".NM02.
  1 records found for #529: "954921355379".NM02.
  1 records found for #531: "954921355382".NM02.
  1 records found for #533: "954921356387".NM02.
  1 records found for #535: "954921356388".NM02.
  1 records found for #537: "954921356390".NM02.
  1 records found for #539: "954921356391".NM02.
  1 records found for #541: "954921356392".NM02.
  1 records found for #543: "954921356393".NM02.
  1 records found for #545: "954921356394".NM02.
  1 records found for #547: "954921356395".NM02.
  1 records found for #549: "954921356398".NM02.
  1 records found for #551: "954921356399".NM02.
  1 records found for #553: "954921356400".NM02.
  1 records found for #555: "954921357404".NM02.
  1 records found for #557: "954921357405".NM02.
  1 records found for #559: "954921357406".NM02.
  1 records found for #561: "954921357407".NM02.
  1 records found for #563: "954921357408".NM02.
  1 records found for #565: "954921357409".NM02.
  1 records found for #567: "954921357410".NM02.
  1 records found for #569: "954921357411".NM02.
  1 records found for #571: "954921357412".NM02.
  1 records found for #573: "954921357413".NM02.
  1 records found for #575: "954921357414".NM02.
  1 records found for #577: "954921357415".NM02.
  1 records found for #579: "954921357416".NM02.
  1 records found for #581: "954921358417".NM02.
  1 records found for #583: "954921358419".NM02.
  1 records found for #585: "954921358420".NM02.
  1 records found for #587: "954921358422".NM02.
  1 records found for #589: "954921358425".NM02.
  1 records found for #591: "954921358426".NM02.
  1 records found for #593: "954921358430".NM02.
  1 records found for #595: "954921358431".NM02.
  1 records found for #597: "954921358432".NM02.
  1 records found for #599: "954921359433".NM02.
  1 records found for #601: "954921359434".NM02.
  1 records found for #603: "954921359435".NM02.
  1 records found for #605: "954921359436".NM02.
  1 records found for #607: "954921359438".NM02.
  1 records found for #609: "954921359439".NM02.
  1 records found for #611: "954921359440".NM02.
  1 records found for #613: "954921359443".NM02.
  1 records found for #615: "954921359444".NM02.
  1 records found for #617: "954921359445".NM02.
  1 records found for #619: "954921359447".NM02.
  1 records found for #621: "954921359448".NM02.
  1 records found for #623: "954921359449".NM02.
  1 records found for #625: "954921360450".NM02.
  1 records found for #627: "954921360451".NM02.
  1 records found for #629: "954921360454".NM02.
  1 records found for #631: "954921360456".NM02.
  0 records found for #632: "954921360457".NM02.
  1 records found for #634: "954921360458".NM02.
  1 records found for #636: "954921360459".NM02.
  1 records found for #638: "954921360460".NM02.
  1 records found for #640: "954921360462".NM02.
  1 records found for #642: "954921360463".NM02.
  1 records found for #644: "954921360464".NM02.
  1 records found for #646: "954921360465".NM02.
  1 records found for #648: "954921361467".NM02.
  1 records found for #650: "954921361468".NM02.
  1 records found for #652: "954921361470".NM02.
  1 records found for #654: "954921361471".NM02.
  1 records found for #656: "954921361472".NM02.
  1 records found for #658: "954921361473".NM02.
  1 records found for #660: "954921361474".NM02.
  1 records found for #662: "954921361475".NM02.
  1 records found for #664: "954921361478".NM02.
  1 records found for #666: "954921361479".NM02.
  1 records found for #668: "954921361481".NM02.
  1 records found for #670: "954921361482".NM02.
  1 records found for #672: "954921362483".NM02.
  1 records found for #674: "954921362484".NM02.
  1 records found for #676: "954921362485".NM02.
  1 records found for #678: "954921362486".NM02.
  0 records found for #679: "954921362487".NM02.
  1 records found for #681: "954921362488".NM02.
  1 records found for #683: "954921362489".NM02.
  1 records found for #685: "954921362490".NM02.
  1 records found for #687: "954921362491".NM02.
  1 records found for #689: "954921362493".NM02.
  1 records found for #691: "954921362494".NM02.
  1 records found for #693: "954921362495".NM02.
  1 records found for #695: "954921362497".NM02.
  1 records found for #697: "954921362498".NM02.
  1 records found for #699: "954921363499".NM02.
  1 records found for #701: "954921363502".NM02.
  1 records found for #703: "954921363504".NM02.
  1 records found for #705: "954921363506".NM02.
  1 records found for #707: "954921363508".NM02.
  1 records found for #709: "954921363511".NM02.
  1 records found for #711: "954921363512".NM02.
  1 records found for #713: "954921363513".NM02.
  1 records found for #715: "954921363514".NM02.
  1 records found for #717: "954921363515".NM02.
  1 records found for #719: "954921364516".NM02.
  1 records found for #721: "954921364517".NM02.
  1 records found for #723: "954921364518".NM02.
  1 records found for #725: "954921364519".NM02.
  1 records found for #727: "954921364520".NM02.
  1 records found for #729: "954921364521".NM02.
  1 records found for #731: "954921364522".NM02.
  1 records found for #733: "954921364525".NM02.
  1 records found for #735: "954921364526".NM02.
  1 records found for #737: "954921364529".NM02.
  1 records found for #739: "954921364531".NM02.
  1 records found for #741: "954921365533".NM02.
  1 records found for #743: "954921365535".NM02.
  1 records found for #745: "954921365538".NM02.
  1 records found for #747: "954921365539".NM02.
  1 records found for #749: "954921365541".NM02.
  1 records found for #751: "954921365542".NM02.
  1 records found for #753: "954921365544".NM02.
  1 records found for #755: "954921365545".NM02.
  1 records found for #757: "954921365546".NM02.
  1 records found for #759: "954921365548".NM02.
  1 records found for #761: "954921366549".NM02.
  1 records found for #763: "954921366550".NM02.
  1 records found for #765: "954921366551".NM02.
  1 records found for #767: "954921366553".NM02.
  1 records found for #769: "954921366554".NM02.
  1 records found for #771: "954921366556".NM02.
  1 records found for #773: "954921366559".NM02.
  1 records found for #775: "954921366562".NM02.
  1 records found for #777: "954921366563".NM02.
  1 records found for #779: "954921366564".NM02.
  1 records found for #781: "954921366565".NM02.
  1 records found for #783: "954921367566".NM02.
  1 records found for #785: "954921367567".NM02.
  1 records found for #787: "954921367568".NM02.
  1 records found for #789: "954921367569".NM02.
  1 records found for #791: "954921367571".NM02.
  1 records found for #793: "954921367572".NM02.
  1 records found for #795: "954921367573".NM02.
  1 records found for #797: "954921367575".NM02.
  1 records found for #799: "954921367576".NM02.
  1 records found for #801: "954921367578".NM02.
  0 records found for #802: "954921367579".NM02.
  1 records found for #804: "954921367581".NM02.
  1 records found for #806: "954921368584".NM02.
  1 records found for #808: "954921368585".NM02.
  1 records found for #810: "954921368587".NM02.
  1 records found for #812: "954921368588".NM02.
  1 records found for #814: "954921368589".NM02.
  1 records found for #816: "954921368590".NM02.
  1 records found for #818: "954921368596".NM02.
  1 records found for #820: "954921369597".NM02.
  1 records found for #822: "954921369599".NM02.
  1 records found for #824: "954921369601".NM02.
  1 records found for #826: "954921369603".NM02.
  1 records found for #828: "954921369604".NM02.
  1 records found for #830: "954921369605".NM02.
  1 records found for #832: "954921369606".NM02.
  1 records found for #834: "954921369607".NM02.
  1 records found for #836: "954921369608".NM02.
  1 records found for #838: "954921369609".NM02.
  1 records found for #840: "954921369610".NM02.
  1 records found for #842: "954921369611".NM02.
  1 records found for #844: "954921369612".NM02.
  1 records found for #846: "954921370614".NM02.
  1 records found for #848: "954921370615".NM02.
  1 records found for #850: "954921370616".NM02.
  1 records found for #852: "954921370617".NM02.
  1 records found for #854: "954921370618".NM02.
  1 records found for #856: "954921370619".NM02.
  1 records found for #858: "954921370620".NM02.
  1 records found for #860: "954921370621".NM02.
  1 records found for #862: "954921370626".NM02.
  1 records found for #864: "954921370628".NM02.
  1 records found for #866: "954921370629".NM02.
  1 records found for #868: "954921371633".NM02.
  1 records found for #870: "954921371634".NM02.
  1 records found for #872: "954921371636".NM02.
  1 records found for #874: "954921371637".NM02.
  1 records found for #876: "954921371640".NM02.
  1 records found for #878: "954921371641".NM02.
  1 records found for #880: "954921371642".NM02.
  1 records found for #882: "954921371645".NM02.
  1 records found for #884: "954921372646".NM02.
  1 records found for #886: "954921372647".NM02.
  1 records found for #888: "954921372648".NM02.
  1 records found for #890: "954921372649".NM02.
  1 records found for #892: "954921372651".NM02.
  1 records found for #894: "954921372652".NM02.
  1 records found for #896: "954921372653".NM02.
  1 records found for #898: "954921372654".NM02.
  1 records found for #900: "954921372656".NM02.
  1 records found for #2: "954921372657".NM02.
  1 records found for #4: "954921372658".NM02.
  1 records found for #6: "954921372659".NM02.
  1 records found for #8: "954921373663".NM02.
  1 records found for #10: "954921373665".NM02.
  1 records found for #12: "954921373666".NM02.
  1 records found for #14: "954921373668".NM02.
  1 records found for #16: "954921373669".NM02.
  1 records found for #18: "954921373670".NM02.
  1 records found for #20: "954921373671".NM02.
  1 records found for #22: "954921373672".NM02.
  1 records found for #24: "954921373673".NM02.
  1 records found for #26: "954921373674".NM02.
  1 records found for #28: "954921373675".NM02.
  1 records found for #30: "954921373677".NM02.
  1 records found for #32: "954921373678".NM02.
  1 records found for #34: "954921374681".NM02.
  1 records found for #36: "954921374682".NM02.
  1 records found for #38: "954921374683".NM02.
  1 records found for #40: "954921374684".NM02.
  1 records found for #42: "954921374685".NM02.
  1 records found for #44: "954921374686".NM02.
  1 records found for #46: "954921374687".NM02.
  1 records found for #48: "954921374688".NM02.
  1 records found for #50: "954921374689".NM02.
  1 records found for #52: "954921374690".NM02.
  1 records found for #54: "954921374694".NM02.
  1 records found for #56: "954921375696".NM02.
  1 records found for #58: "954921375698".NM02.
  1 records found for #60: "954921375700".NM02.
  1 records found for #62: "954921375701".NM02.
  1 records found for #64: "954921375702".NM02.
  1 records found for #66: "954921375703".NM02.
  1 records found for #68: "954921375704".NM02.
  1 records found for #70: "954921375705".NM02.
  1 records found for #72: "954921375706".NM02.
  1 records found for #74: "954921375707".NM02.
  1 records found for #76: "954921375708".NM02.
  1 records found for #78: "954921375709".NM02.
  1 records found for #80: "954921376711".NM02.
  1 records found for #82: "954921376712".NM02.
  1 records found for #84: "954921376713".NM02.
  1 records found for #86: "954921376714".NM02.
  1 records found for #88: "954921376716".NM02.
  1 records found for #90: "954921376717".NM02.
  1 records found for #92: "954921376718".NM02.
  1 records found for #94: "954921376719".NM02.
  1 records found for #96: "954921376720".NM02.
  1 records found for #98: "954921376721".NM02.
  1 records found for #100: "954921376722".NM02.
  1 records found for #102: "954921376724".NM02.
  1 records found for #104: "954921376726".NM02.
  1 records found for #106: "954921377728".NM02.
  1 records found for #108: "954921377729".NM02.
  1 records found for #110: "954921377730".NM02.
  1 records found for #112: "954921377731".NM02.
  1 records found for #114: "954921377733".NM02.
  1 records found for #116: "954921377734".NM02.
  1 records found for #118: "954921377736".NM02.
  1 records found for #120: "954921377737".NM02.
  1 records found for #122: "954921377738".NM02.
  1 records found for #124: "954921377739".NM02.
  1 records found for #126: "954921377740".NM02.
  1 records found for #128: "954921377742".NM02.
  1 records found for #130: "954921378745".NM02.
  1 records found for #132: "954921378746".NM02.
  1 records found for #134: "954921378748".NM02.
  1 records found for #136: "954921378751".NM02.
  1 records found for #138: "954921378752".NM02.
  1 records found for #140: "954921378753".NM02.
  1 records found for #142: "954921378757".NM02.
  1 records found for #144: "954921378758".NM02.
  1 records found for #146: "954921378759".NM02.
  1 records found for #148: "954921379760".NM02.
  1 records found for #150: "954921379761".NM02.
  1 records found for #152: "954921379762".NM02.
  1 records found for #154: "954921379764".NM02.
  1 records found for #156: "954921379765".NM02.
  1 records found for #158: "954921379766".NM02.
  1 records found for #160: "954921379769".NM02.
  1 records found for #162: "954921379770".NM02.
  1 records found for #164: "954921379774".NM02.
  1 records found for #166: "954921379776".NM02.
  1 records found for #168: "954921380778".NM02.
  1 records found for #170: "954921380779".NM02.
  1 records found for #172: "954921380780".NM02.
  1 records found for #174: "954921380783".NM02.
  1 records found for #176: "954921380785".NM02.
  1 records found for #178: "954921380786".NM02.
  1 records found for #180: "954921380789".NM02.
  1 records found for #182: "954921380791".NM02.
  1 records found for #184: "954921380792".NM02.
  1 records found for #186: "954921381793".NM02.
  1 records found for #188: "954921381795".NM02.
  1 records found for #190: "954921381796".NM02.
  1 records found for #192: "954921381797".NM02.
  1 records found for #194: "954921381799".NM02.
  1 records found for #196: "954921381802".NM02.
  1 records found for #198: "954921381805".NM02.
  1 records found for #200: "954921381806".NM02.
  1 records found for #202: "954921381807".NM02.
  1 records found for #204: "954921381808".NM02.
  1 records found for #206: "954921382809".NM02.
  1 records found for #208: "954921382810".NM02.
  1 records found for #210: "954921382811".NM02.
  1 records found for #212: "954921382812".NM02.
  1 records found for #214: "954921382814".NM02.
  1 records found for #216: "954921382815".NM02.
  1 records found for #218: "954921382816".NM02.
  1 records found for #220: "954921382817".NM02.
  1 records found for #222: "954921382818".NM02.
  1 records found for #224: "954921382819".NM02.
  1 records found for #226: "954921382820".NM02.
  1 records found for #228: "954921382821".NM02.
  1 records found for #230: "954921382822".NM02.
  1 records found for #232: "954921382824".NM02.
  1 records found for #234: "954921383825".NM02.
  1 records found for #236: "954921383827".NM02.
  1 records found for #238: "954921383829".NM02.
  1 records found for #240: "954921383830".NM02.
  1 records found for #242: "954921383834".NM02.
  1 records found for #244: "954921383835".NM02.
  1 records found for #246: "954921383836".NM02.
  1 records found for #248: "954921383839".NM02.
  1 records found for #250: "954921383840".NM02.
  1 records found for #252: "954921384843".NM02.
  1 records found for #254: "954921384846".NM02.
  1 records found for #256: "954921384848".NM02.
  1 records found for #258: "954921384850".NM02.
  1 records found for #260: "954921384852".NM02.
  1 records found for #262: "954921384854".NM02.
  1 records found for #264: "954921384856".NM02.
  1 records found for #266: "954921384857".NM02.
  1 records found for #268: "954921384858".NM02.
  1 records found for #270: "954921385861".NM02.
  1 records found for #272: "954921385863".NM02.
  1 records found for #274: "954921385864".NM02.
  1 records found for #276: "954921385866".NM02.
  1 records found for #278: "954921385867".NM02.
  1 records found for #280: "954921385869".NM02.
  1 records found for #282: "954921385870".NM02.
  1 records found for #284: "954921385872".NM02.
  1 records found for #286: "954921385874".NM02.
  1 records found for #288: "954921385876".NM02.
  1 records found for #290: "954921385878".NM02.
  1 records found for #292: "954921385879".NM02.
  1 records found for #294: "954921386882".NM02.
  1 records found for #296: "954921386884".NM02.
  1 records found for #298: "954921386886".NM02.
  1 records found for #300: "954921386887".NM02.
  1 records found for #302: "954921386888".NM02.
  1 records found for #304: "954921386890".NM02.
  1 records found for #306: "954921386891".NM02.
  1 records found for #308: "954921386892".NM02.
  1 records found for #310: "954921386894".NM02.
  1 records found for #312: "954921386896".NM02.
  1 records found for #314: "954921386897".NM02.
  1 records found for #316: "954921386898".NM02.
  1 records found for #318: "954921387899".NM02.
  1 records found for #320: "954921387901".NM02.
  1 records found for #322: "954921387903".NM02.
  1 records found for #324: "954921387905".NM02.
  1 records found for #326: "954921387911".NM02.
  1 records found for #328: "954921387912".NM02.
  1 records found for #330: "954921387913".NM02.
  1 records found for #332: "954921387914".NM02.
  1 records found for #334: "954921387915".NM02.
  1 records found for #336: "954921387916".NM02.
  1 records found for #338: "954921388918".NM02.
  1 records found for #340: "954921388919".NM02.
  1 records found for #342: "954921388920".NM02.
  1 records found for #344: "954921388922".NM02.
  1 records found for #346: "954921388923".NM02.
  1 records found for #348: "954921388924".NM02.
  1 records found for #350: "954921388925".NM02.
  1 records found for #352: "954921388926".NM02.
  1 records found for #354: "954921388927".NM02.
  1 records found for #356: "954921388928".NM02.
  1 records found for #358: "954921388929".NM02.
  1 records found for #360: "954921388931".NM02.
  1 records found for #362: "954921389932".NM02.
  1 records found for #364: "954921389933".NM02.
  1 records found for #366: "954921389934".NM02.
  1 records found for #368: "954921389939".NM02.
  1 records found for #370: "954921389940".NM02.
  1 records found for #372: "954921389941".NM02.
  1 records found for #374: "954921389942".NM02.
  1 records found for #376: "954921389943".NM02.
  1 records found for #378: "954921389944".NM02.
  1 records found for #380: "954921389946".NM02.
  1 records found for #382: "954921389947".NM02.
  1 records found for #384: "954921389949".NM02.
  1 records found for #386: "954921389950".NM02.
  1 records found for #388: "954921390953".NM02.
  1 records found for #390: "954921390954".NM02.
  1 records found for #392: "954921390957".NM02.
  1 records found for #394: "954921390958".NM02.
  1 records found for #396: "954921390959".NM02.
  1 records found for #398: "954921390960".NM02.
  1 records found for #400: "954921390961".NM02.
  1 records found for #402: "954921390965".NM02.
  1 records found for #404: "954921390967".NM02.
  1 records found for #406: "954921390968".NM02.
  1 records found for #408: "954921390969".NM02.
  1 records found for #410: "954921391970".NM02.
  1 records found for #412: "954921391972".NM02.
  1 records found for #414: "954921391973".NM02.
  1 records found for #416: "954921391974".NM02.
  1 records found for #418: "954921391976".NM02.
  1 records found for #420: "954921391978".NM02.
  1 records found for #422: "954921391979".NM02.
  1 records found for #424: "954921391982".NM02.
  1 records found for #426: "954921391983".NM02.
  1 records found for #428: "954921391984".NM02.
  1 records found for #430: "954921391985".NM02.
  1 records found for #432: "954921391986".NM02.
  1 records found for #434: "954921391987".NM02.
  1 records found for #436: "954921391988".NM02.
  1 records found for #438: "954921392000".NM02.
  1 records found for #440: "954921392002".NM02.
  1 records found for #442: "954921392003".NM02.
  1 records found for #444: "954921392005".NM02.
  1 records found for #446: "954921392006".NM02.
  1 records found for #448: "954921392007".NM02.
  1 records found for #450: "954921392991".NM02.
  1 records found for #452: "954921392996".NM02.
  1 records found for #454: "954921392997".NM02.
  1 records found for #456: "954921392999".NM02.
  1 records found for #458: "954921393010".NM02.
  1 records found for #460: "954921393011".NM02.
  1 records found for #462: "954921393014".NM02.
  1 records found for #464: "954921393015".NM02.
  1 records found for #466: "954921393016".NM02.
  1 records found for #468: "954921393017".NM02.
